,DCS1.10HFC30CT011,DCS1.10HFC30CT012,DCS1.10HFC30CP011,DCS1.10HFC30CP012,DCS1.10HFE30CP001,DCS1.10HFC30CP001,DCS1.SELFNP
2020/5/31 17:09,201.313141,152.846741,3.773331,4.025512,3.864458,0.123593,-116.796906
2020/5/31 17:09,201.176147,152.942352,3.751434,4.005004,3.847549,0.115587,-117.683998
2020/5/31 17:09,201.039154,153.037964,3.74175,3.984497,3.830641,0.107581,-118.571091
2020/5/31 17:09,200.865128,153.072876,3.732066,3.963989,3.813732,0.099575,-120.53495
2020/5/31 17:09,200.691116,153.107788,3.722382,3.955596,3.796824,0.091569,-123.720612
2020/5/31 17:09,200.51709,153.142685,3.712697,3.947204,3.779915,0.083562,-126.906265
2020/5/31 17:09,200.343079,153.177597,3.703013,3.938812,3.763006,0.075556,-128.365494
2020/5/31 17:09,200.169052,153.212509,3.693329,3.93042,3.746098,0.06755,-132.243866
2020/5/31 17:09,199.995041,153.247421,3.683645,3.922027,3.729189,0.059544,-136.122223
2020/5/31 17:09,199.821014,153.282333,3.67396,3.913635,3.71228,0.051537,-140.000595
2020/5/31 17:09,199.647003,153.31723,3.664276,3.905243,3.706591,0.043531,-143.878967
2020/5/31 17:09,199.472977,153.352142,3.654592,3.89685,3.700902,0.035525,-146.76033
2020/5/31 17:09,199.29895,153.387054,3.644908,3.888458,3.695212,0.027519,-149.641693
2020/5/31 17:09,199.124939,153.421967,3.635223,3.880066,3.689523,0.019513,-151.598907
2020/5/31 17:09,198.950912,153.456879,3.625539,3.871674,3.683834,0.011506,-151.921097
2020/5/31 17:10,198.776901,153.491776,3.615855,3.863281,3.678144,0.0035,-152.243286
2020/5/31 17:10,198.602875,153.526688,3.606171,3.854889,3.672455,-0.004506,-155.643341
2020/5/31 17:10,198.428864,153.5616,3.602903,3.846497,3.666765,-0.012512,-157.200195
2020/5/31 17:10,198.254837,153.596512,3.599636,3.843364,3.661076,-0.012513,-158.757034
2020/5/31 17:10,198.080811,153.631424,3.596369,3.84023,3.655387,-0.012515,-163.401215
2020/5/31 17:10,197.906799,153.666321,3.593102,3.837097,3.649698,-0.012516,-168.045395
2020/5/31 17:10,197.732773,153.701233,3.589835,3.833964,3.644008,-0.012517,-171.420456
2020/5/31 17:10,197.558762,153.736145,3.586568,3.830831,3.638319,-0.012518,-171.958969
2020/5/31 17:10,197.384735,153.771057,3.5833,3.827698,3.632629,-0.012519,-166.636719
2020/5/31 17:10,197.210724,153.805969,3.580033,3.824564,3.62694,-0.01252,-161.314468
2020/5/31 17:10,197.036697,153.840866,3.576766,3.821431,3.621251,-0.012522,-157.306778
2020/5/31 17:10,196.862686,153.875778,3.573499,3.818298,3.615561,-0.012523,-154.986832
2020/5/31 17:10,196.68866,153.91069,3.570232,3.815165,3.609872,-0.012524,-156.890671
2020/5/31 17:10,196.514633,153.945602,3.566965,3.812032,3.604183,-0.012525,-156.558456
2020/5/31 17:10,196.340622,153.980515,3.563697,3.808898,3.598493,-0.012526,-154.976364
2020/5/31 17:10,196.166595,154.015411,3.56043,3.805765,3.592804,-0.012527,-158.87767
2020/5/31 17:10,195.992584,154.050323,3.557163,3.802632,3.587115,-0.012529,-165.164948
2020/5/31 17:10,195.818558,154.085236,3.553896,3.799499,3.581425,-0.01253,-171.452209
2020/5/31 17:10,195.644547,154.07196,3.550629,3.78707,3.575736,-0.012531,-176.417465
2020/5/31 17:10,195.47052,154.05867,3.53685,3.774641,3.570047,-0.012532,-179.570663
2020/5/31 17:10,195.296494,154.045395,3.523071,3.762212,3.564357,-0.012533,-180.637054
2020/5/31 17:10,195.122482,154.032104,3.509293,3.749783,3.558668,-0.012535,-179.082245
2020/5/31 17:10,194.948456,154.018829,3.495514,3.737354,3.552979,-0.012536,-177.527451
2020/5/31 17:10,194.774445,154.005554,3.481735,3.724925,3.545807,-0.012537,-174.170944
2020/5/31 17:10,194.600418,153.992264,3.467957,3.712496,3.538635,-0.012538,-167.580978
2020/5/31 17:10,194.426407,153.978989,3.454178,3.700067,3.531463,-0.012539,-163.366211
2020/5/31 17:10,194.25238,153.965714,3.440399,3.687638,3.524292,-0.01254,-163.119507
2020/5/31 17:10,194.078369,153.952423,3.42662,3.675209,3.51712,-0.012542,-167.027588
2020/5/31 17:10,193.904343,153.939148,3.412842,3.66278,3.509948,-0.012543,-170.935684
2020/5/31 17:10,193.730316,153.925858,3.41642,3.666305,3.502777,-0.012544,-172.574402
2020/5/31 17:10,193.556305,153.912582,3.419998,3.66983,3.495605,-0.012545,-172.798233
2020/5/31 17:10,193.382278,153.899307,3.423576,3.673355,3.488433,-0.012546,-171.237
2020/5/31 17:10,193.208267,153.886017,3.427155,3.676879,3.490255,-0.012547,-172.26207
2020/5/31 17:10,193.034241,153.872742,3.430733,3.680404,3.492077,-0.012549,-175.013397
2020/5/31 17:10,192.860229,153.859467,3.434311,3.683929,3.493899,-0.01255,-174.284241
2020/5/31 17:10,192.686203,153.846176,3.437889,3.687454,3.49572,-0.012551,-170.726883
2020/5/31 17:10,192.512177,153.832901,3.441467,3.690979,3.497542,-0.012552,-165.142166
2020/5/31 17:10,192.338165,153.819611,3.445045,3.694504,3.499364,-0.012553,-157.355637
2020/5/31 17:10,192.164139,153.806335,3.448624,3.698028,3.501185,-0.012555,-149.569122
2020/5/31 17:10,191.990128,153.79306,3.452202,3.701553,3.503007,-0.012556,-141.782593
2020/5/31 17:10,191.816101,153.77977,3.45578,3.705078,3.504829,-0.012557,-133.996063
2020/5/31 17:10,191.64209,153.766495,3.459358,3.708603,3.506651,-0.012558,-129.364578
2020/5/31 17:10,191.468063,153.75322,3.462936,3.712127,3.508472,-0.012559,-127.91362
2020/5/31 17:10,191.294052,153.739929,3.466515,3.715652,3.510294,-0.01256,-129.621552
2020/5/31 17:10,191.120026,153.726654,3.470093,3.719177,3.512116,-0.012562,-131.329483
2020/5/31 17:10,190.945999,153.713364,3.473671,3.722702,3.513937,-0.012563,-130.963501
2020/5/31 17:10,190.771988,153.700089,3.477249,3.726227,3.515759,-0.012564,-124.846916
2020/5/31 17:10,190.597961,153.686813,3.480827,3.729752,3.517581,-0.012565,-121.178017
2020/5/31 17:10,190.42395,153.673523,3.484406,3.733276,3.519403,-0.012566,-117.509109
2020/5/31 17:10,190.249924,153.660248,3.486063,3.734713,3.521224,-0.012567,-113.84021
2020/5/31 17:10,190.075912,153.646973,3.48772,3.736149,3.523046,-0.012569,-113.482368
2020/5/31 17:10,189.901886,153.633682,3.489378,3.737586,3.524868,-0.01257,-115.875275
2020/5/31 17:10,189.727859,153.620407,3.491035,3.739022,3.52669,-0.012571,-118.268173
2020/5/31 17:10,189.553848,153.607117,3.492692,3.740458,3.528511,-0.012572,-119.261856
2020/5/31 17:10,189.379822,153.593842,3.49435,3.741895,3.530333,-0.012573,-118.621704
2020/5/31 17:10,189.205811,153.580566,3.496007,3.743331,3.532155,-0.012575,-117.981552
2020/5/31 17:10,189.031784,153.567276,3.497665,3.744768,3.533976,-0.012576,-117.341408
2020/5/31 17:10,188.857773,153.554001,3.499322,3.746204,3.535798,-0.012577,-116.701256
2020/5/31 17:10,188.683746,153.540726,3.50098,3.747641,3.53762,-0.012578,-113.984703
2020/5/31 17:10,188.509735,153.527435,3.502637,3.749077,3.539442,-0.012579,-109.325142
2020/5/31 17:11,188.335709,153.51416,3.504294,3.750514,3.541263,-0.01258,-104.665588
2020/5/31 17:11,188.161682,153.50087,3.505952,3.75195,3.543085,-0.012582,-100.006027
2020/5/31 17:11,187.987671,153.487595,3.507609,3.753386,3.544907,-0.012583,-98.651466
2020/5/31 17:11,187.813644,153.474319,3.509267,3.754823,3.546728,-0.012584,-100.65036
2020/5/31 17:11,187.639633,153.461029,3.510924,3.756259,3.54855,-0.012585,-100.048904
2020/5/31 17:11,187.465607,153.447754,3.512581,3.757696,3.550372,-0.012586,-99.447456
2020/5/31 17:11,187.291595,153.434479,3.514239,3.759132,3.552194,-0.012587,-103.711578
2020/5/31 17:11,187.117569,153.421188,3.515896,3.760569,3.554015,-0.012589,-107.975693
2020/5/31 17:11,186.943542,153.407913,3.517554,3.762005,3.555837,-0.01259,-110.11657
2020/5/31 17:11,186.769531,153.394623,3.519211,3.763441,3.557659,-0.012591,-112.257439
2020/5/31 17:11,186.595505,153.381348,3.520868,3.764878,3.55948,-0.012592,-114.398315
2020/5/31 17:11,186.421494,153.368073,3.522526,3.766314,3.561302,-0.012593,-113.611748
2020/5/31 17:11,186.247467,153.354782,3.524183,3.767751,3.563124,-0.012594,-110.475426
2020/5/31 17:11,186.073456,153.341507,3.525841,3.769187,3.564946,-0.012596,-111.802658
2020/5/31 17:11,185.899429,153.328232,3.527498,3.770624,3.566767,-0.012597,-113.12989
2020/5/31 17:11,185.725418,153.314941,3.529155,3.77206,3.568589,-0.012598,-117.248215
2020/5/31 17:11,185.551392,153.301666,3.530813,3.773496,3.570411,-0.012599,-121.366531
2020/5/31 17:11,185.377365,153.288376,3.53247,3.774933,3.572232,-0.0126,-122.890823
2020/5/31 17:11,185.203354,153.275101,3.525492,3.768595,3.574054,-0.012602,-124.415108
2020/5/31 17:11,185.029327,153.261826,3.518514,3.762258,3.575876,-0.012603,-127.971779
2020/5/31 17:11,184.855316,153.248535,3.511535,3.75592,3.577698,-0.012604,-133.370026
2020/5/31 17:11,184.68129,153.23526,3.504557,3.749583,3.57312,-0.012605,-138.768265
2020/5/31 17:11,184.507278,153.221985,3.497579,3.743245,3.568542,-0.012606,-142.390091
2020/5/31 17:11,184.333252,153.208694,3.4906,3.736908,3.563965,-0.012607,-144.052948
2020/5/31 17:11,184.159225,153.195419,3.483622,3.730571,3.559387,-0.012609,-145.71579
2020/5/31 17:11,183.985214,153.182129,3.476644,3.724233,3.55481,-0.01261,-148.912476
2020/5/31 17:11,183.811188,153.168854,3.469665,3.717896,3.550232,-0.012611,-150.392242
2020/5/31 17:11,183.637177,153.129822,3.462687,3.711558,3.545654,-0.012612,-151.872009
2020/5/31 17:11,183.46315,153.09079,3.455709,3.70522,3.541077,-0.012613,-153.351776
2020/5/31 17:11,183.289139,153.051743,3.44873,3.698883,3.536499,-0.012614,-151.776749
2020/5/31 17:11,183.115112,153.012711,3.441752,3.692546,3.531921,-0.012616,-148.395248
2020/5/31 17:11,182.941101,152.973679,3.434774,3.686208,3.527344,-0.012617,-146.421036
2020/5/31 17:11,182.767075,152.934647,3.427795,3.679871,3.522766,-0.012618,-148.736115
2020/5/31 17:11,182.593048,152.895615,3.429825,3.6816,3.518188,-0.012619,-151.051193
2020/5/31 17:11,182.419037,152.856567,3.431854,3.683329,3.513611,-0.01262,-152.238922
2020/5/31 17:11,182.24501,152.817535,3.433884,3.685059,3.509033,-0.012622,-151.694122
2020/5/31 17:11,182.070999,152.778503,3.435913,3.686788,3.508611,-0.012623,-152.509613
2020/5/31 17:11,181.896973,152.739471,3.437943,3.688517,3.508188,-0.012624,-153.325089
2020/5/31 17:11,181.722961,152.700439,3.439972,3.690246,3.507766,-0.012625,-152.204086
2020/5/31 17:11,181.548935,152.661392,3.442001,3.691976,3.507343,-0.012626,-151.083099
2020/5/31 17:11,181.374908,152.62236,3.444031,3.693705,3.50692,-0.012627,-149.962097
2020/5/31 17:11,181.200897,152.583328,3.44606,3.695434,3.506498,-0.012629,-147.015549
2020/5/31 17:11,181.026871,152.544296,3.44809,3.697164,3.506075,-0.01263,-145.738403
2020/5/31 17:11,180.852859,152.505264,3.450119,3.698893,3.505653,-0.012631,-142.90387
2020/5/31 17:11,180.678833,152.466217,3.452148,3.700622,3.50523,-0.012632,-138.031723
2020/5/31 17:11,180.504822,152.427185,3.454178,3.702352,3.504807,-0.012633,-131.351151
2020/5/31 17:11,180.330795,152.388153,3.456207,3.704081,3.504385,-0.012634,-127.694801
2020/5/31 17:11,180.156784,152.349121,3.458237,3.70581,3.503962,-0.012636,-128.271286
2020/5/31 17:11,179.982758,152.310089,3.460266,3.70754,3.50354,-0.012637,-126.790314
2020/5/31 17:11,179.836334,152.271042,3.462296,3.709269,3.503117,-0.012638,-125.309341
2020/5/31 17:11,179.689926,152.23201,3.464325,3.710998,3.502695,-0.012639,-125.250717
2020/5/31 17:11,179.543503,152.192978,3.466354,3.712728,3.502272,-0.01264,-123.520447
2020/5/31 17:11,179.397095,152.153946,3.468384,3.714457,3.501849,-0.012642,-119.081085
2020/5/31 17:11,179.250671,152.114899,3.463911,3.716186,3.501427,-0.012643,-119.349823
2020/5/31 17:11,179.104248,152.075867,3.459438,3.711771,3.501004,-0.012644,-119.618561
2020/5/31 17:11,178.95784,152.036835,3.454966,3.707356,3.500582,-0.012645,-121.051147
2020/5/31 17:11,178.811417,151.997803,3.450493,3.702941,3.500159,-0.012646,-124.82431
2020/5/31 17:11,178.665009,151.958771,3.44602,3.698527,3.499737,-0.012647,-128.597473
2020/5/31 17:11,178.518585,151.919724,3.441547,3.694112,3.499314,-0.012649,-129.241211
2020/5/31 17:11,178.372177,151.880692,3.437075,3.689697,3.498892,-0.01265,-129.884949
2020/5/31 17:12,178.225754,151.84166,3.432602,3.685282,3.498469,-0.012651,-130.528687
2020/5/31 17:12,178.07933,151.802628,3.428129,3.680867,3.498046,-0.012652,-129.705429
2020/5/31 17:12,177.932922,151.763596,3.423656,3.676452,3.495402,-0.012653,-131.189209
2020/5/31 17:12,177.786499,151.724548,3.419184,3.672037,3.492757,-0.012654,-132.673004
2020/5/31 17:12,177.640091,151.685516,3.414711,3.667622,3.490112,-0.012656,-136.830658
2020/5/31 17:12,177.493668,151.646484,3.410238,3.663208,3.487467,-0.012657,-140.988297
2020/5/31 17:12,177.34726,151.607452,3.405766,3.658793,3.484822,-0.012658,-148.589386
2020/5/31 17:12,177.200836,151.56842,3.401293,3.654378,3.482177,-0.012659,-156.190491
2020/5/31 17:12,177.054413,151.529373,3.39682,3.649963,3.479532,-0.01266,-163.79158
2020/5/31 17:12,176.908005,151.490341,3.396753,3.649696,3.476887,-0.012662,-166.987854
2020/5/31 17:12,176.761581,151.451309,3.396687,3.649429,3.474243,-0.012663,-167.602493
2020/5/31 17:12,176.615173,151.412277,3.39662,3.649162,3.471598,-0.012664,-164.491577
2020/5/31 17:12,176.46875,151.373245,3.396553,3.648895,3.468953,-0.012665,-161.380676
2020/5/31 17:12,176.322327,151.334198,3.396486,3.648628,3.466308,-0.012666,-160.860779
2020/5/31 17:12,176.175919,151.295166,3.396419,3.648361,3.463663,-0.012667,-157.195786
2020/5/31 17:12,176.029495,151.256134,3.396353,3.648094,3.461018,-0.012669,-149.920609
2020/5/31 17:12,175.883087,151.217102,3.396286,3.647827,3.458374,-0.01267,-146.911697
2020/5/31 17:12,175.736664,151.17807,3.396219,3.64756,3.455729,-0.012671,-146.5
2020/5/31 17:12,175.59024,151.139023,3.396152,3.647293,3.453084,-0.012672,-146.088303
2020/5/31 17:12,175.443832,151.099991,3.396086,3.647026,3.450439,-0.012673,-143.802521
2020/5/31 17:12,175.297409,151.060959,3.396019,3.646759,3.447794,-0.012674,-142.74939
2020/5/31 17:12,175.151001,151.021927,3.395952,3.646492,3.445149,-0.012676,-143.588699
2020/5/31 17:12,175.004578,150.982895,3.395885,3.646225,3.442504,-0.012677,-142.582031
2020/5/31 17:12,174.85817,150.943848,3.395818,3.645958,3.43986,-0.012678,-141.575378
2020/5/31 17:12,174.711746,150.904816,3.395751,3.645691,3.437215,-0.012679,-139.385101
2020/5/31 17:12,174.565323,150.865784,3.387563,3.637324,3.43457,-0.01268,-137.194824
2020/5/31 17:12,174.418915,150.826752,3.379374,3.628957,3.431925,-0.012681,-131.284943
2020/5/31 17:12,174.272491,150.78772,3.371185,3.62059,3.42928,-0.012683,-127.608253
2020/5/31 17:12,174.126083,150.748672,3.362996,3.612223,3.426635,-0.012684,-126.912949
2020/5/31 17:12,173.97966,150.709641,3.354807,3.603856,3.42371,-0.012685,-126.217644
2020/5/31 17:12,173.833252,150.670609,3.346618,3.59549,3.420784,-0.012686,-122.451202
2020/5/31 17:12,173.686829,150.631577,3.338429,3.587123,3.417858,-0.012687,-115.505432
2020/5/31 17:12,173.540405,150.592545,3.330241,3.578756,3.414932,-0.012689,-106.866737
2020/5/31 17:12,173.393997,150.553497,3.322052,3.570389,3.412007,-0.01269,-102.265045
2020/5/31 17:12,173.247574,150.514465,3.313863,3.562022,3.409081,-0.012691,-97.663361
2020/5/31 17:12,173.101166,150.475433,3.305674,3.553655,3.406155,-0.012692,-95.186806
2020/5/31 17:12,172.954742,150.436401,3.297485,3.545288,3.40323,-0.012693,-92.710251
2020/5/31 17:12,172.808319,150.397369,3.298019,3.545402,3.400304,-0.012694,-91.356438
2020/5/31 17:12,172.661911,150.358322,3.298553,3.545515,3.397378,-0.012696,-90.002625
2020/5/31 17:12,172.515488,150.31929,3.299088,3.545629,3.394453,-0.012697,-88.648811
2020/5/31 17:12,172.36908,150.280258,3.299622,3.545743,3.391527,-0.012698,-90.182571
2020/5/31 17:12,172.222656,150.241226,3.300156,3.545856,3.388601,-0.012699,-91.716324
2020/5/31 17:12,172.076233,150.202179,3.30069,3.54597,3.385676,-0.0127,-91.840881
2020/5/31 17:12,171.929825,150.163147,3.301224,3.546083,3.38275,-0.012701,-92.714867
2020/5/31 17:12,171.783401,150.124115,3.301758,3.546197,3.379824,-0.012703,-93.588852
2020/5/31 17:12,171.636993,150.085083,3.302292,3.546311,3.376899,-0.012704,-96.024315
2020/5/31 17:12,171.49057,150.046051,3.302826,3.546424,3.373973,-0.012705,-98.459785
2020/5/31 17:12,171.344162,150.007004,3.30336,3.546538,3.371047,-0.012706,-100.895248
2020/5/31 17:12,171.197739,149.967972,3.303894,3.546652,3.368122,-0.012707,-106.724907
2020/5/31 17:12,171.051315,149.92894,3.304428,3.546765,3.365196,-0.012709,-112.554573
2020/5/31 17:12,170.904907,149.889908,3.304962,3.546879,3.36227,-0.01271,-118.384232
2020/5/31 17:12,170.758484,149.850876,3.305496,3.546993,3.359344,-0.012711,-123.017952
2020/5/31 17:12,170.612076,149.811829,3.30603,3.547106,3.358756,-0.012712,-129.049438
2020/5/31 17:12,170.465652,149.772797,3.306564,3.54722,3.358167,-0.012713,-135.080933
2020/5/31 17:12,170.319244,149.733765,3.307098,3.547333,3.357579,-0.012714,-136.611374
2020/5/31 17:12,170.172821,149.694733,3.307397,3.547447,3.35699,-0.012716,-132.085327
2020/5/31 17:12,170.026398,149.655701,3.307697,3.547561,3.356402,-0.012717,-130.92012
2020/5/31 17:12,169.87999,149.616653,3.307996,3.547674,3.355813,-0.012718,-129.754913
2020/5/31 17:12,169.733566,149.577621,3.308295,3.547788,3.355225,-0.012719,-128.589722
2020/5/31 17:12,169.587158,149.538589,3.308594,3.547902,3.354636,-0.01272,-127.424515
2020/5/31 17:13,169.440735,149.499557,3.308893,3.548015,3.354047,-0.012721,-129.96492
